Loyalty#,Province or State,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,IsActive,Tenure,TotalFlights,TotalFlightsWithCompanions,TotalPointsAccumulated,TotalPointsRedeemed,RedeemRatio,Flights_January,Flights_February,Flights_March,Flights_April,Flights_May,Flights_June,Flights_July,Flights_August,Flights_September,Flights_October,Flights_November,Flights_December,Flights_2019,Flights_2020,Flights_2021
106616,Quebec,male,Bachelor,Rural,30027.0,Married,Star,2021-07-13,,2560.69,Standard,True,0.5,24,0,4504.0,0.0,0.0,0,0,0,0,0,0,0,8,11,0,5,0,0,0,24
156870,Ontario,female,Bachelor,Rural,20396.0,Married,Star,2021-07-13,,6047.03,Standard,True,0.5,43,14,5808.0,0.0,0.0,0,0,0,0,0,0,0,17,0,9,7,10,0,0,43
933251,British Columbia,male,Bachelor,Rural,85689.0,Married,Star,2021-07-13,,33451.79,Standard,True,0.5,48,6,7049.0,0.0,0.0,0,0,0,0,0,0,0,16,5,9,5,13,0,0,48
372663,New Brunswick,male,Bachelor,Suburban,89948.0,Divorced,Aurora,2021-07-12,,13081.31,Standard,True,0.5,13,2,5367.0,0.0,0.0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,13
739684,British Columbia,female,Bachelor,Suburban,35434.0,Married,Nova,2021-07-12,,7992.78,Standard,True,0.5,38,9,5579.0,0.0,0.0,0,0,0,0,0,0,0,18,0,6,3,11,0,0,38
967274,British Columbia,male,Bachelor,Suburban,56410.0,Married,Nova,2021-07-12,,9403.88,Standard,True,0.5,51,16,9137.0,0.0,0.0,0,0,0,0,0,0,0,18,13,7,11,2,0,0,51
366687,British Columbia,female,Bachelor,Suburban,22022.0,Single,Nova,2021-07-12,,46611.87,Standard,True,0.5,158,32,37637.15,19756.9,0.5249308196821492,10,9,16,13,15,22,32,0,0,3,12,26,45,53,60
730561,British Columbia,female,College,Suburban,62843.8,Married,Star,2021-07-12,,2480.39,Standard,True,0.5,35,10,6272.0,0.0,0.0,0,0,0,0,0,0,0,9,0,10,7,9,0,0,35
753864,Alberta,male,Bachelor,Suburban,48587.0,Married,Star,2021-07-12,,40224.01,Standard,True,0.5,9,5,1741.0,1741.0,1.0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,9
991213,Alberta,female,Bachelor,Rural,52705.0,Married,Aurora,2021-07-11,,7649.28,Standard,True,0.5,50,11,9094.0,0.0,0.0,0,0,0,0,0,0,0,13,9,7,13,8,0,0,50
972791,Ontario,female,Bachelor,Urban,73137.0,Married,Nova,2021-07-11,,2990.33,Standard,True,0.5,44,10,4730.0,0.0,0.0,0,0,0,0,0,0,0,16,0,2,13,13,0,0,44
882084,Ontario,female,Bachelor,Urban,82655.0,Married,Star,2021-07-11,,2652.7,Standard,True,0.5,31,6,7476.0,0.0,0.0,0,0,0,0,0,0,0,10,4,2,0,15,0,0,31
136230,British Columbia,male,High School or Below,Urban,16654.0,Married,Aurora,2021-07-10,,6106.94,Standard,True,0.5,14,3,8185.0,0.0,0.0,0,0,0,0,0,0,0,1,0,8,0,5,0,0,14
256920,Manitoba,male,College,Suburban,35943.2,Single,Aurora,2021-07-10,,10036.54,Standard,True,0.5,13,5,2318.0,0.0,0.0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,13
764844,Quebec,female,Bachelor,Urban,79453.0,Single,Nova,2021-07-10,,4571.61,Standard,True,0.5,22,3,4723.0,0.0,0.0,0,0,0,0,0,0,0,5,9,0,8,0,0,0,22
270183,Quebec,male,College,Rural,68779.0,Single,Nova,2021-07-10,,7451.49,Standard,True,0.5,143,32,30590.25,10702.7,0.34987291702421525,0,17,5,26,24,20,19,32,0,0,0,0,66,77,0
325901,British Columbia,male,Bachelor,Suburban,60920.0,Single,Nova,2021-07-10,,7507.46,Standard,True,0.5,49,11,9327.0,4392.0,0.470890961724027,0,0,0,0,0,0,0,5,14,12,7,11,0,0,49
243965,Quebec,female,High School or Below,Suburban,22981.0,Single,Star,2021-07-10,,2393.12,Standard,True,0.5,30,6,6344.0,2955.0,0.46579445145018916,0,0,0,0,0,0,0,0,7,0,9,14,0,0,30
511483,British Columbia,female,Bachelor,Rural,34615.0,Married,Star,2021-07-10,,6886.32,Standard,True,0.5,22,14,5276.0,0.0,0.0,0,0,0,0,0,0,0,0,10,0,0,12,0,0,22
632951,Alberta,female,College,Rural,58033.0,Married,Star,2021-07-10,,44771.3,Standard,True,0.5,30,11,8647.0,4102.0,0.4743841794842142,0,0,0,0,0,0,0,13,0,4,1,12,0,0,30
390874,Ontario,male,Bachelor,Urban,38500.0,Married,Nova,2021-07-09,,3982.18,Standard,True,0.5,173,46,29507.14,9340.0,0.3165335576406253,25,11,13,15,0,12,8,8,24,24,17,16,42,49,82
327555,Alberta,male,College,Suburban,53526.6,Divorced,Nova,2021-07-09,,8007.4,Standard,True,0.5,243,44,35948.65,3165.0,0.08804224915261073,31,8,27,12,23,20,16,26,30,0,26,24,70,84,89
404805,Quebec,female,Bachelor,Suburban,48642.0,Married,Nova,2021-07-09,,21151.23,Standard,True,0.5,56,22,11472.0,5033.0,0.4387203626220363,0,0,0,0,0,0,0,17,8,7,7,17,0,0,56
292084,Ontario,female,Bachelor,Rural,61469.0,Married,Star,2021-07-09,,4923.18,Standard,True,0.5,195,27,45447.58,23477.6,0.5165863616940659,11,1,17,11,15,33,0,37,22,24,17,7,65,78,52
674372,Quebec,male,Bachelor,Rural,35551.0,Single,Nova,2021-07-08,,3176.87,Standard,True,0.5,20,6,4016.0,0.0,0.0,0,0,0,0,0,0,0,0,11,5,4,0,0,0,20
156730,Nova Scotia,male,Master,Urban,26487.0,Single,Nova,2021-07-08,,7998.35,Standard,True,0.5,42,19,7292.0,6354.0,0.8713658804168952,0,0,0,0,0,0,0,12,2,10,5,13,0,0,42
861867,Prince Edward Island,male,Bachelor,Suburban,64304.0,Divorced,Nova,2021-07-08,,8056.9,Standard,True,0.5,35,4,9598.0,5499.0,0.5729318608043342,0,0,0,0,0,0,0,8,0,9,5,13,0,0,35
495369,Ontario,female,Bachelor,Suburban,20440.0,Married,Nova,2021-07-08,,10064.61,Standard,True,0.5,50,4,4657.0,0.0,0.0,0,0,0,0,0,0,0,14,0,9,10,17,0,0,50
309639,Ontario,male,Bachelor,Rural,75728.0,Married,Nova,2021-07-08,,10732.51,Standard,True,0.5,52,15,6535.0,5114.0,0.7825554705432287,0,0,0,0,0,0,0,18,5,9,3,17,0,0,52
309480,Ontario,female,Bachelor,Suburban,53441.0,Married,Star,2021-07-08,,3045.06,Standard,True,0.5,250,41,42585.19,6254.8,0.14687735337097238,16,5,23,15,26,23,18,31,26,17,18,32,84,97,69
543449,Quebec,male,Bachelor,Urban,58414.0,Single,Star,2021-07-08,,7840.17,Standard,True,0.5,28,13,7213.0,4844.0,0.6715652294468321,0,0,0,0,0,0,0,0,7,6,9,6,0,0,28
390297,Ontario,male,Bachelor,Suburban,82753.0,Married,Aurora,2021-07-07,,13749.37,Standard,True,0.5,44,6,9595.0,4595.0,0.47889525794684734,0,0,0,0,0,0,0,18,12,0,6,8,0,0,44
422436,British Columbia,male,College,Suburban,49451.4,Single,Nova,2021-07-07,,3728.83,Standard,True,0.5,43,7,9935.0,0.0,0.0,0,0,0,0,0,0,0,18,6,2,7,10,0,0,43
453578,Ontario,female,Bachelor,Suburban,28088.0,Married,Nova,2021-07-07,,4015.4,Standard,True,0.5,22,0,4735.0,0.0,0.0,0,0,0,0,0,0,0,2,0,4,12,4,0,0,22
794620,Quebec,female,Bachelor,Rural,51144.0,Married,Nova,2021-07-07,,4768.96,Standard,True,0.5,30,6,6667.0,0.0,0.0,0,0,0,0,0,0,0,16,4,7,3,0,0,0,30
324066,Ontario,female,College,Rural,63750.4,Married,Nova,2021-07-07,,5058.93,Standard,True,0.5,29,0,2172.0,0.0,0.0,0,0,0,0,0,0,0,0,13,9,7,0,0,0,29
985115,Ontario,male,Bachelor,Urban,46051.0,Married,Star,2021-07-07,,2489.34,Standard,True,0.5,45,14,3242.0,0.0,0.0,0,0,0,0,0,0,0,16,0,4,13,12,0,0,45
421822,British Columbia,male,College,Suburban,58403.2,Single,Star,2021-07-07,,8265.38,Standard,True,0.5,13,3,6326.0,0.0,0.0,0,0,0,0,0,0,0,0,2,6,5,0,0,0,13
387834,British Columbia,male,Bachelor,Rural,62989.0,Divorced,Aurora,2021-07-06,,8395.27,Standard,True,0.5,179,19,44906.87,11913.9,0.26530239137129796,15,15,16,9,27,0,32,0,32,4,13,16,66,78,35
464114,Ontario,male,College,Rural,53352.2,Single,Aurora,2021-07-06,,9468.51,Standard,True,0.5,23,12,10422.0,5230.0,0.5018230665899059,0,0,0,0,0,0,0,0,0,2,4,17,0,0,23
921392,Quebec,male,Bachelor,Suburban,51950.0,Married,Nova,2021-07-06,,3574.99,Standard,True,0.5,20,7,4305.0,0.0,0.0,0,0,0,0,0,0,0,0,13,2,5,0,0,0,20
718454,Alberta,female,Bachelor,Rural,55308.0,Divorced,Nova,2021-07-06,,8415.68,Standard,True,0.5,7,5,3903.0,3903.0,1.0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7
999982,British Columbia,male,College,Urban,61822.8,Married,Star,2021-07-06,,2631.56,Standard,True,0.5,22,2,5264.0,0.0,0.0,0,0,0,0,0,0,0,8,11,0,3,0,0,0,22
209850,Quebec,male,Bachelor,Rural,22355.0,Married,Star,2021-07-06,,7873.71,Standard,True,0.5,35,0,9970.0,0.0,0.0,0,0,0,0,0,0,0,6,1,6,11,11,0,0,35
884530,British Columbia,female,High School or Below,Suburban,20394.0,Married,Star,2021-07-05,,4381.88,Standard,True,0.5,39,8,4563.0,2864.0,0.6276572430418584,0,0,0,0,0,0,0,12,4,0,6,17,0,0,39
381717,Ontario,female,Bachelor,Rural,86305.0,Married,Aurora,2021-07-05,,4984.62,Standard,True,0.5,33,8,4720.0,0.0,0.0,0,0,0,0,0,0,0,18,4,0,11,0,0,0,33
249381,Manitoba,female,Bachelor,Suburban,27756.0,Married,Aurora,2021-07-05,,5578.52,Standard,True,0.5,250,81,49082.63,26720.0,0.5443881063423048,9,10,7,28,29,34,42,23,20,13,11,24,79,92,79
834012,British Columbia,male,College,Suburban,48301.6,Married,Aurora,2021-07-05,,7550.87,Standard,True,0.5,14,7,5647.0,0.0,0.0,0,0,0,0,0,0,0,2,0,6,6,0,0,0,14
690984,Ontario,male,Bachelor,Rural,82477.0,Married,Nova,2021-07-05,,3644.83,Standard,True,0.5,24,8,6661.0,4421.0,0.6637141570334785,0,0,0,0,0,0,0,5,0,7,0,12,0,0,24
497070,Ontario,male,College,Suburban,89595.4,Married,Star,2021-07-05,,2739.06,Standard,True,0.5,29,8,8036.0,0.0,0.0,0,0,0,0,0,0,0,1,0,13,7,8,0,0,29
679132,Ontario,male,Master,Rural,28142.0,Married,Star,2021-07-05,,3873.65,Standard,True,0.5,51,12,5896.0,0.0,0.0,0,0,0,0,0,0,0,9,10,14,9,9,0,0,51
344527,Quebec,female,Bachelor,Suburban,90289.0,Married,Star,2021-07-05,,31269.27,Standard,True,0.5,189,29,35377.49,13215.3,0.3735510913860763,1,15,25,0,9,28,13,39,15,26,18,0,65,78,46
554712,British Columbia,male,Bachelor,Rural,66685.0,Married,Aurora,2021-07-04,,7995.44,Standard,True,0.5,32,12,7888.0,7888.0,1.0,0,0,0,0,0,0,0,3,0,12,5,12,0,0,32
289693,British Columbia,female,College,Urban,56362.0,Married,Nova,2021-07-04,,6314.6,Standard,True,0.5,15,12,6636.24,0.0,0.0,1,3,0,11,0,0,0,0,0,0,0,0,6,9,0
595334,Quebec,female,Bachelor,Urban,42259.0,Married,Nova,2021-07-04,,6347.5,Standard,True,0.5,19,0,3506.0,0.0,0.0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,19
187618,Quebec,female,Bachelor,Rural,88704.0,Married,Star,2021-07-04,,2780.85,Standard,True,0.5,19,5,3339.0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,3,0,0,0,19
368878,Quebec,male,Bachelor,Suburban,69186.0,Single,Star,2021-07-04,,5439.36,Standard,True,0.5,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853621,British Columbia,female,College,Rural,80586.2,Single,Star,2021-07-04,,7664.81,Standard,True,0.5,30,6,4764.0,0.0,0.0,0,0,0,0,0,0,0,0,9,6,9,6,0,0,30
550834,Quebec,male,Bachelor,Rural,59597.0,Married,Star,2021-07-04,,8267.85,Standard,True,0.5,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244734,British Columbia,male,Bachelor,Rural,30595.0,Married,Aurora,2021-07-03,,8114.41,Standard,True,0.5,0,0,226.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820344,Ontario,male,College,Rural,21604.0,Single,Nova,2021-07-03,,3099.54,Standard,True,0.5,34,9,6041.0,0.0,0.0,0,0,0,0,0,0,0,16,3,4,0,11,0,0,34
279654,Alberta,female,Bachelor,Rural,57740.0,Married,Nova,2021-07-03,,5745.94,Standard,True,0.5,239,58,52772.64,8032.0,0.15220007943510122,30,0,16,16,27,37,9,11,24,33,9,27,71,86,82
379038,Manitoba,male,Doctor,Suburban,16233.0,Married,Nova,2021-07-03,,7609.09,Standard,True,0.5,21,1,9048.0,3806.0,0.42064544650751545,0,0,0,0,0,0,0,1,0,5,12,3,0,0,21
502952,Ontario,male,Bachelor,Rural,35855.0,Married,Star,2021-07-03,,2820.74,Standard,True,0.5,39,7,10435.0,0.0,0.0,0,0,0,0,0,0,0,7,11,2,5,14,0,0,39
208668,Saskatchewan,male,Bachelor,Suburban,92107.0,Divorced,Star,2021-07-03,,7013.44,Standard,True,0.5,6,3,3971.0,3971.0,1.0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,6
223684,Ontario,male,Bachelor,Urban,58842.0,Married,Star,2021-07-02,,4362.93,Standard,True,0.5,6,0,2563.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
761600,Ontario,female,College,Rural,53800.2,Married,Nova,2021-07-02,,6105.8,Standard,True,0.5,18,14,4335.0,4335.0,1.0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,18
781227,Ontario,male,Doctor,Suburban,21986.0,Divorced,Star,2021-07-02,,2395.57,Standard,True,0.5,35,10,7012.0,0.0,0.0,0,0,0,0,0,0,0,0,9,0,12,14,0,0,35
450417,Ontario,female,Bachelor,Suburban,24186.0,Single,Star,2021-07-02,,2478.24,Standard,True,0.5,37,7,2461.0,0.0,0.0,0,0,0,0,0,0,0,10,2,12,0,13,0,0,37
671359,British Columbia,female,Bachelor,Urban,66620.0,Married,Star,2021-07-02,,5619.85,Standard,True,0.5,36,8,8617.0,0.0,0.0,0,0,0,0,0,0,0,11,11,12,2,0,0,0,36
871740,Quebec,male,College,Urban,63074.4,Single,Star,2021-07-02,,8048.37,Standard,True,0.5,40,11,3238.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12,10,16,0,0,40
988594,British Columbia,female,Bachelor,Urban,55542.0,Single,Star,2021-07-02,,9206.43,Standard,True,0.5,53,10,2861.0,0.0,0.0,0,0,0,0,0,0,0,16,11,13,0,13,0,0,53
256627,Quebec,male,Bachelor,Urban,37056.0,Married,Star,2021-07-02,,11029.93,Standard,True,0.5,17,0,4058.0,0.0,0.0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,17
212848,Ontario,male,College,Urban,51235.8,Single,Aurora,2021-07-01,,9234.28,Standard,True,0.5,27,7,7186.0,0.0,0.0,0,0,0,0,0,0,5,0,6,6,7,3,0,0,27
278013,Ontario,female,Bachelor,Rural,86134.0,Divorced,Aurora,2021-07-01,,35186.26,Standard,True,0.5,125,41,32033.88,18332.1,0.5722722317746086,5,4,28,2,7,17,9,18,13,9,13,0,33,42,50
789465,Alberta,male,College,Urban,59239.2,Divorced,Nova,2021-07-01,,4322.24,Standard,True,0.5,66,9,8333.0,0.0,0.0,0,0,0,0,0,0,14,16,0,13,9,14,0,0,66
696128,Quebec,female,Bachelor,Suburban,81400.0,Married,Aurora,2021-06-30,,16699.46,Standard,True,0.5,265,69,36103.03,14003.0,0.3878621822046515,0,16,13,33,35,46,15,34,21,22,30,0,92,107,66
470998,Quebec,female,Bachelor,Urban,50071.0,Single,Nova,2021-06-30,,2771.05,Standard,True,0.5,36,6,10103.0,0.0,0.0,0,0,0,0,0,0,3,6,9,9,6,3,0,0,36
930620,Quebec,female,College,Rural,61695.6,Single,Nova,2021-06-30,,3059.18,Standard,True,0.5,15,2,1612.0,1612.0,1.0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,15
639626,Nova Scotia,male,Bachelor,Rural,69468.0,Married,Nova,2021-06-30,,5453.71,Standard,True,0.5,39,7,6109.0,2643.0,0.4326403666721231,0,0,0,0,0,0,11,0,13,0,0,15,0,0,39
500115,British Columbia,female,Bachelor,Suburban,61233.0,Married,Nova,2021-06-30,,7124.2,Standard,True,0.5,45,4,8514.0,0.0,0.0,0,0,0,0,0,0,14,9,3,8,11,0,0,0,45
584737,Ontario,female,Bachelor,Rural,61108.0,Divorced,Nova,2021-06-30,,10484.92,Standard,True,0.5,20,7,11320.0,0.0,0.0,0,0,0,0,0,0,2,0,7,3,1,7,0,0,20
822749,British Columbia,female,Bachelor,Urban,49088.0,Divorced,Nova,2021-06-30,,13107.93,Standard,True,0.5,248,67,41989.41,24559.5,0.5848974777211682,10,19,20,4,5,39,19,41,36,18,0,37,66,78,104
863280,Ontario,male,Bachelor,Urban,56621.0,Married,Star,2021-06-30,,2537.81,Standard,True,0.5,155,36,45039.34,15091.9,0.3350826188838469,15,9,8,2,3,11,39,32,9,3,15,9,59,72,24
587543,Quebec,female,Bachelor,Suburban,58557.0,Married,Star,2021-06-30,,3554.85,Standard,True,0.5,27,7,7204.0,3821.0,0.530399777901166,0,0,0,0,0,0,10,0,0,2,11,4,0,0,27
828852,Saskatchewan,female,College,Rural,57197.6,Single,Aurora,2021-06-29,,9868.6,Standard,True,0.5,180,24,48695.0,29932.6,0.6146955539583119,0,5,26,5,36,21,13,8,15,2,11,38,47,58,75
797398,British Columbia,female,Bachelor,Rural,53603.0,Married,Nova,2021-06-29,,5170.98,Standard,True,0.5,127,34,29498.48,12772.3,0.43298163159593306,6,26,0,7,20,13,18,32,1,1,0,3,42,52,33
981198,Alberta,female,Bachelor,Suburban,24028.0,Married,Nova,2021-06-29,,9743.35,Standard,True,0.5,32,3,3994.0,0.0,0.0,0,0,0,0,0,0,11,10,0,6,5,0,0,0,32
803084,British Columbia,male,Bachelor,Rural,54704.0,Divorced,Star,2021-06-29,,4457.94,Standard,True,0.5,24,2,5160.0,0.0,0.0,0,0,0,0,0,0,10,7,4,0,0,3,0,0,24
173834,Quebec,female,Bachelor,Urban,39886.0,Married,Star,2021-06-29,,12379.57,Standard,True,0.5,25,14,5764.0,5764.0,1.0,0,0,0,0,0,0,7,0,0,12,0,6,0,0,25
830903,British Columbia,female,Bachelor,Rural,44362.0,Married,Star,2021-06-29,,15762.53,Standard,True,0.5,23,6,3500.0,2755.0,0.7871428571428571,0,0,0,0,0,0,14,0,2,3,4,0,0,0,23
114399,British Columbia,female,College,Rural,46024.6,Single,Star,2021-06-29,,15994.01,Standard,True,0.5,14,0,1533.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,14
717250,Ontario,female,Bachelor,Rural,47761.0,Married,Aurora,2021-06-28,,10552.17,Standard,True,0.5,188,62,46616.81,14180.2,0.30418640829348903,17,9,7,4,6,9,38,0,31,31,12,24,59,71,58
707762,Quebec,male,High School or Below,Urban,25918.0,Married,Aurora,2021-06-28,,12022.39,Standard,True,0.5,45,16,3964.0,3964.0,1.0,0,0,0,0,0,0,0,7,13,6,5,14,0,0,45
847704,Ontario,female,Bachelor,Rural,49078.0,Single,Aurora,2021-06-28,,22332.44,Standard,True,0.5,186,54,39509.24,12323.8,0.31192197065800303,14,19,1,35,15,13,24,7,24,31,3,0,58,68,60
973059,Quebec,male,College,Suburban,43748.2,Single,Nova,2021-06-28,,2912.24,Standard,True,0.5,19,8,8027.0,0.0,0.0,0,0,0,0,0,0,2,2,7,0,4,4,0,0,19
773086,Prince Edward Island,female,Bachelor,Rural,69379.0,Single,Nova,2021-06-28,,4118.59,Standard,True,0.5,117,52,31533.42,5316.2,0.16858938865495718,18,0,6,8,10,10,3,9,13,11,12,17,29,36,52
113529,Ontario,male,Bachelor,Suburban,61006.0,Married,Nova,2021-06-28,,5953.21,Standard,True,0.5,20,8,6120.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0,6,9,0,0,20
358039,British Columbia,male,College,Rural,42394.0,Married,Nova,2021-06-28,,6358.25,Standard,True,0.5,45,11,10112.0,4846.0,0.47923259493670883,0,0,0,0,0,0,20,8,2,12,1,2,0,0,45
826975,New Brunswick,female,Bachelor,Suburban,56172.0,Divorced,Star,2021-06-28,,2500.84,Standard,True,0.5,46,8,9881.0,3902.0,0.39489930169011234,0,0,0,0,0,0,12,17,13,2,2,0,0,0,46
282532,Quebec,female,College,Urban,48012.2,Married,Star,2021-06-28,,2703.27,Standard,True,0.5,25,3,5674.0,0.0,0.0,0,0,0,0,0,0,0,15,7,0,0,3,0,0,25
872619,British Columbia,female,Bachelor,Suburban,68558.0,Married,Star,2021-06-28,,5313.44,Standard,True,0.5,149,43,23843.75,2318.0,0.09721625163826998,7,21,8,8,39,9,3,19,11,17,7,0,33,40,76
322294,Quebec,male,Bachelor,Suburban,54431.0,Married,Star,2021-06-28,,7849.13,Standard,True,0.5,58,7,10039.0,4855.0,0.48361390576750674,0,0,0,0,0,0,19,0,13,9,0,17,0,0,58
706199,Ontario,male,Bachelor,Rural,93246.0,Married,Star,2021-06-28,,9445.65,Standard,True,0.5,26,15,7829.0,0.0,0.0,0,0,0,0,0,0,0,6,2,0,5,13,0,0,26
705633,Ontario,female,College,Urban,80780.0,Divorced,Aurora,2021-06-27,,8714.92,Standard,True,0.5,22,12,3337.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,8,8,0,0,22
942403,British Columbia,female,College,Rural,65181.6,Single,Nova,2021-06-27,,7654.23,Standard,True,0.5,159,42,34654.39,5600.0,0.1615956881653378,19,8,0,3,29,1,32,27,19,0,19,2,48,55,56
122561,Ontario,male,Bachelor,Urban,89689.0,Divorced,Nova,2021-06-27,,8972.14,Standard,True,0.5,43,10,7691.0,0.0,0.0,0,0,0,0,0,0,5,0,9,0,13,16,0,0,43
353076,Quebec,female,College,Rural,50830.0,Single,Nova,2021-06-27,,19964.4,Standard,True,0.5,51,10,7333.0,0.0,0.0,0,0,0,0,0,0,17,8,8,8,0,10,0,0,51
917346,Saskatchewan,male,College,Suburban,38038.8,Single,Star,2021-06-27,,2414.77,Standard,True,0.5,221,46,46906.05,21688.5,0.4623817183497651,18,5,25,24,0,33,41,0,17,26,10,22,77,91,53
419732,Manitoba,female,Bachelor,Urban,94962.0,Married,Star,2021-06-27,,2627.61,Standard,True,0.5,48,13,6707.0,0.0,0.0,0,0,0,0,0,0,14,0,11,11,0,12,0,0,48
952393,Saskatchewan,male,Bachelor,Urban,34112.0,Married,Aurora,2021-06-26,,6140.24,Standard,True,0.5,50,1,9892.0,0.0,0.0,0,0,0,0,0,0,14,10,0,6,10,10,0,0,50
726980,Quebec,female,Bachelor,Suburban,69114.0,Divorced,Aurora,2021-06-26,,8184.59,Standard,True,0.5,212,44,43509.53,3757.0,0.0863488987355184,10,29,22,14,15,18,32,0,25,15,7,25,61,75,76
384548,British Columbia,male,Bachelor,Suburban,72191.0,Married,Aurora,2021-06-26,,8189.97,Standard,True,0.5,27,2,4766.0,0.0,0.0,0,0,0,0,0,0,2,10,0,4,3,8,0,0,27
197062,Ontario,male,Bachelor,Urban,51148.0,Married,Nova,2021-06-26,,5710.33,Standard,True,0.5,39,9,7325.0,2439.0,0.33296928327645053,0,0,0,0,0,0,2,0,13,5,9,10,0,0,39
853266,British Columbia,male,Bachelor,Rural,24432.0,Married,Nova,2021-06-26,,6680.15,Standard,True,0.5,85,17,21963.27,12285.4,0.559361151595368,20,11,7,0,28,19,0,0,0,0,0,0,39,46,0
874158,Nova Scotia,male,Bachelor,Suburban,37586.0,Divorced,Nova,2021-06-26,,9918.7,Standard,True,0.5,49,13,8897.0,5988.0,0.6730358547825109,0,0,0,0,0,0,11,9,9,0,7,13,0,0,49
911723,Quebec,male,Bachelor,Rural,28773.0,Single,Nova,2021-06-26,,26511.6,Standard,True,0.5,27,4,6089.0,0.0,0.0,0,0,0,0,0,0,2,0,0,11,0,14,0,0,27
793180,British Columbia,female,Master,Rural,25905.0,Divorced,Star,2021-06-26,,2300.69,Standard,True,0.5,30,8,5621.0,0.0,0.0,0,0,0,0,0,0,8,0,10,4,0,8,0,0,30
983855,Nova Scotia,female,Bachelor,Rural,62873.0,Divorced,Star,2021-06-26,,3230.58,Standard,True,0.5,47,13,7267.0,0.0,0.0,0,0,0,0,0,0,15,8,0,9,12,3,0,0,47
762474,Ontario,male,High School or Below,Urban,27677.0,Married,Star,2021-06-26,,5427.17,Standard,True,0.5,54,14,12393.0,5784.0,0.46671508109416604,0,0,0,0,0,0,10,10,9,6,13,6,0,0,54
852786,Manitoba,female,Bachelor,Suburban,49529.0,Married,Star,2021-06-26,,6176.7,Standard,True,0.5,22,8,6531.0,0.0,0.0,0,0,0,0,0,0,0,6,2,4,10,0,0,0,22
679994,British Columbia,female,College,Suburban,58562.6,Married,Star,2021-06-26,,8586.66,Standard,True,0.5,37,18,10102.0,5937.0,0.5877054048703227,0,0,0,0,0,0,7,16,1,13,0,0,0,0,37
887192,Ontario,male,College,Rural,37753.6,Married,Star,2021-06-25,,4704.18,Standard,True,0.5,40,19,7225.0,4438.0,0.6142560553633218,0,0,0,0,0,0,8,10,3,8,1,10,0,0,40
733728,Quebec,female,Bachelor,Rural,34179.0,Married,Aurora,2021-06-25,,12519.8,Standard,True,0.5,214,70,33527.57,9334.7,0.2784186268196592,5,0,12,3,34,23,40,36,8,18,26,9,68,81,65
929871,Ontario,male,Bachelor,Rural,88178.0,Married,Aurora,2021-06-25,,14194.15,Standard,True,0.5,187,51,36719.77,0.0,0.0,12,29,13,10,9,23,22,8,10,5,22,24,42,50,95
499346,Ontario,female,Bachelor,Urban,62873.0,Divorced,Nova,2021-06-25,,3230.58,Standard,True,0.5,30,10,8370.0,0.0,0.0,0,0,0,0,0,0,12,0,5,0,5,8,0,0,30
151010,Ontario,male,Bachelor,Urban,39604.0,Married,Nova,2021-06-25,,5357.26,Standard,True,0.5,40,6,8849.0,0.0,0.0,0,0,0,0,0,0,0,6,0,12,6,16,0,0,40
729293,British Columbia,female,Bachelor,Rural,87544.0,Married,Nova,2021-06-25,,8685.92,Standard,True,0.5,189,48,40001.81,9192.0,0.22978960202050858,13,4,32,18,16,12,43,10,13,23,0,5,46,57,86
363780,British Columbia,male,College,Suburban,54425.6,Divorced,Nova,2021-06-25,,13419.4,Standard,True,0.5,43,7,4355.0,4355.0,1.0,0,0,0,0,0,0,17,0,11,0,0,15,0,0,43
969586,British Columbia,female,Doctor,Rural,22872.0,Married,Nova,2021-06-25,,14710.43,Standard,True,0.5,255,52,52591.75,26647.8,0.5066916388977358,0,0,0,23,26,9,55,42,22,24,18,36,85,99,71
628840,British Columbia,male,College,Rural,24296.8,Single,Nova,2021-06-25,,24096.24,Standard,True,0.5,41,17,8161.0,0.0,0.0,0,0,0,0,0,0,14,11,0,0,6,10,0,0,41
